"Notes"	"State"	"State Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Mississippi"	"28"	"White"	"2106-3"	"2015"	"2015"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	73	1797286	4.1	4.4
	"Mississippi"	"28"	"White"	"2106-3"	"2015"	"2015"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	169	1797286	9.4	9.8
	"Mississippi"	"28"	"White"	"2106-3"	"2015"	"2015"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	25	1797286	1.4	1.3
	"Mississippi"	"28"	"White"	"2106-3"	"2016"	"2016"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	21	1790820	1.2	1.0
	"Mississippi"	"28"	"White"	"2106-3"	"2016"	"2016"	"Alcoholic cirrhosis of liver"	"K70.3"	60	1790820	3.4	2.7
	"Mississippi"	"28"	"White"	"2106-3"	"2016"	"2016"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	39	1790820	2.2	2.3
	"Mississippi"	"28"	"White"	"2106-3"	"2016"	"2016"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	73	1790820	4.1	4.3
	"Mississippi"	"28"	"White"	"2106-3"	"2016"	"2016"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	147	1790820	8.2	8.4
	"Mississippi"	"28"	"White"	"2106-3"	"2016"	"2016"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	13	1790820	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2016"	"2016"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	10	1790820	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2017"	"2017"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	15	1785378	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2017"	"2017"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	29	1785378	1.6	1.4
	"Mississippi"	"28"	"White"	"2106-3"	"2017"	"2017"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	10	1785378	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2017"	"2017"	"Alcoholic cirrhosis of liver"	"K70.3"	60	1785378	3.4	2.7
	"Mississippi"	"28"	"White"	"2106-3"	"2017"	"2017"	"Alcoholic hepatic failure"	"K70.4"	10	1785378	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2017"	"2017"	"Alcoholic liver disease, unspecified"	"K70.9"	13	1785378	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2017"	"2017"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	36	1785378	2.0	2.1
	"Mississippi"	"28"	"White"	"2106-3"	"2017"	"2017"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	80	1785378	4.5	4.8
	"Mississippi"	"28"	"White"	"2106-3"	"2017"	"2017"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	149	1785378	8.3	8.6
	"Mississippi"	"28"	"White"	"2106-3"	"2017"	"2017"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	14	1785378	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2018"	"2018"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	13	1785077	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2018"	"2018"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	27	1785077	1.5	1.2
	"Mississippi"	"28"	"White"	"2106-3"	"2018"	"2018"	"Alcoholic cirrhosis of liver"	"K70.3"	67	1785077	3.8	3.0
	"Mississippi"	"28"	"White"	"2106-3"	"2018"	"2018"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	43	1785077	2.4	2.6
	"Mississippi"	"28"	"White"	"2106-3"	"2018"	"2018"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	61	1785077	3.4	3.7
	"Mississippi"	"28"	"White"	"2106-3"	"2018"	"2018"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	136	1785077	7.6	7.9
	"Missouri"	"29"	"White"	"2106-3"	"1999"	"1999"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	20	4824973	0.4	0.4
	"Missouri"	"29"	"White"	"2106-3"	"1999"	"1999"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	14	4824973	Unreliable	Unreliable
	"Missouri"	"29"	"White"	"2106-3"	"1999"	"1999"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	91	4824973	1.9	1.8
	"Missouri"	"29"	"White"	"2106-3"	"1999"	"1999"	"Alcoholic hepatitis"	"K70.1"	16	4824973	Unreliable	Unreliable
	"Missouri"	"29"	"White"	"2106-3"	"1999"	"1999"	"Alcoholic cirrhosis of liver"	"K70.3"	97	4824973	2.0	1.9
	"Missouri"	"29"	"White"	"2106-3"	"1999"	"1999"	"Alcoholic hepatic failure"	"K70.4"	31	4824973	0.6	0.6
	"Missouri"	"29"	"White"	"2106-3"	"1999"	"1999"	"Alcoholic liver disease, unspecified"	"K70.9"	16	4824973	Unreliable	Unreliable
	"Missouri"	"29"	"White"	"2106-3"	"1999"	"1999"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	10	4824973	Unreliable	Unreliable
	"Missouri"	"29"	"White"	"2106-3"	"1999"	"1999"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	61	4824973	1.3	1.3
	"Missouri"	"29"	"White"	"2106-3"	"1999"	"1999"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	57	4824973	1.2	1.2
	"Missouri"	"29"	"White"	"2106-3"	"1999"	"1999"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	28	4824973	0.6	0.6
	"Missouri"	"29"	"White"	"2106-3"	"1999"	"1999"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	37	4824973	0.8	0.8
	"Missouri"	"29"	"White"	"2106-3"	"1999"	"1999"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	12	4824973	Unreliable	Unreliable
	"Missouri"	"29"	"White"	"2106-3"	"2000"	"2000"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	14	4841938	Unreliable	Unreliable
	"Missouri"	"29"	"White"	"2106-3"	"2000"	"2000"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	12	4841938	Unreliable	Unreliable
	"Missouri"	"29"	"White"	"2106-3"	"2000"	"2000"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	72	4841938	1.5	1.4
	"Missouri"	"29"	"White"	"2106-3"	"2000"	"2000"	"Alcoholic hepatitis"	"K70.1"	13	4841938	Unreliable	Unreliable
	"Missouri"	"29"	"White"	"2106-3"	"2000"	"2000"	"Alcoholic cirrhosis of liver"	"K70.3"	73	4841938	1.5	1.4
	"Missouri"	"29"	"White"	"2106-3"	"2000"	"2000"	"Alcoholic hepatic failure"	"K70.4"	31	4841938	0.6	0.6
	"Missouri"	"29"	"White"	"2106-3"	"2000"	"2000"	"Alcoholic liver disease, unspecified"	"K70.9"	15	4841938	Unreliable	Unreliable
	"Missouri"	"29"	"White"	"2106-3"	"2000"	"2000"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	13	4841938	Unreliable	Unreliable
	"Missouri"	"29"	"White"	"2106-3"	"2000"	"2000"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	71	4841938	1.5	1.5
	"Missouri"	"29"	"White"	"2106-3"	"2000"	"2000"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	76	4841938	1.6	1.6
	"Missouri"	"29"	"White"	"2106-3"	"2000"	"2000"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	23	4841938	0.5	0.5
	"Missouri"	"29"	"White"	"2106-3"	"2000"	"2000"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	40	4841938	0.8	0.9
	"Missouri"	"29"	"White"	"2106-3"	"2001"	"2001"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	15	4870383	Unreliable	Unreliable
	"Missouri"	"29"	"White"	"2106-3"	"2001"	"2001"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	13	4870383	Unreliable	Unreliable
	"Missouri"	"29"	"White"	"2106-3"	"2001"	"2001"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	84	4870383	1.7	1.6
	"Missouri"	"29"	"White"	"2106-3"	"2001"	"2001"	"Alcoholic hepatitis"	"K70.1"	12	4870383	Unreliable	Unreliable
	"Missouri"	"29"	"White"	"2106-3"	"2001"	"2001"	"Alcoholic cirrhosis of liver"	"K70.3"	79	4870383	1.6	1.5
	"Missouri"	"29"	"White"	"2106-3"	"2001"	"2001"	"Alcoholic hepatic failure"	"K70.4"	21	4870383	0.4	0.4
	"Missouri"	"29"	"White"	"2106-3"	"2001"	"2001"	"Alcoholic liver disease, unspecified"	"K70.9"	25	4870383	0.5	0.5
	"Missouri"	"29"	"White"	"2106-3"	"2001"	"2001"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	12	4870383	Unreliable	Unreliable
	"Missouri"	"29"	"White"	"2106-3"	"2001"	"2001"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	61	4870383	1.3	1.3
	"Missouri"	"29"	"White"	"2106-3"	"2001"	"2001"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	102	4870383	2.1	2.1
	"Missouri"	"29"	"White"	"2106-3"	"2001"	"2001"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	27	4870383	0.6	0.5
	"Missouri"	"29"	"White"	"2106-3"	"2001"	"2001"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	50	4870383	1.0	1.0
	"Missouri"	"29"	"White"	"2106-3"	"2001"	"2001"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	21	4870383	0.4	0.4
	"Missouri"	"29"	"White"	"2106-3"	"2002"	"2002"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	14	4891238	Unreliable	Unreliable
	"Missouri"	"29"	"White"	"2106-3"	"2002"	"2002"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	73	4891238	1.5	1.4
	"Missouri"	"29"	"White"	"2106-3"	"2002"	"2002"	"Alcoholic hepatitis"	"K70.1"	15	4891238	Unreliable	Unreliable
	"Missouri"	"29"	"White"	"2106-3"	"2002"	"2002"	"Alcoholic cirrhosis of liver"	"K70.3"	90	4891238	1.8	1.7
	"Missouri"	"29"	"White"	"2106-3"	"2002"	"2002"	"Alcoholic hepatic failure"	"K70.4"	22	4891238	0.4	0.4
	"Missouri"	"29"	"White"	"2106-3"	"2002"	"2002"	"Alcoholic liver disease, unspecified"	"K70.9"	22	4891238	0.4	0.4
	"Missouri"	"29"	"White"	"2106-3"	"2002"	"2002"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	23	4891238	0.5	0.5
	"Missouri"	"29"	"White"	"2106-3"	"2002"	"2002"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	112	4891238	2.3	2.4
	"Missouri"	"29"	"White"	"2106-3"	"2002"	"2002"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	139	4891238	2.8	2.9
	"Missouri"	"29"	"White"	"2106-3"	"2002"	"2002"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	13	4891238	Unreliable	Unreliable
	"Missouri"	"29"	"White"	"2106-3"	"2002"	"2002"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	41	4891238	0.8	0.8
	"Missouri"	"29"	"White"	"2106-3"	"2002"	"2002"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	18	4891238	Unreliable	Unreliable
	"Missouri"	"29"	"White"	"2106-3"	"2003"	"2003"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	18	4913336	Unreliable	Unreliable
	"Missouri"	"29"	"White"	"2106-3"	"2003"	"2003"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	14	4913336	Unreliable	Unreliable
	"Missouri"	"29"	"White"	"2106-3"	"2003"	"2003"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	70	4913336	1.4	1.3
	"Missouri"	"29"	"White"	"2106-3"	"2003"	"2003"	"Alcoholic hepatitis"	"K70.1"	14	4913336	Unreliable	Unreliable
	"Missouri"	"29"	"White"	"2106-3"	"2003"	"2003"	"Alcoholic cirrhosis of liver"	"K70.3"	83	4913336	1.7	1.6
	"Missouri"	"29"	"White"	"2106-3"	"2003"	"2003"	"Alcoholic hepatic failure"	"K70.4"	24	4913336	0.5	0.5
	"Missouri"	"29"	"White"	"2106-3"	"2003"	"2003"	"Alcoholic liver disease, unspecified"	"K70.9"	24	4913336	0.5	0.4
	"Missouri"	"29"	"White"	"2106-3"	"2003"	"2003"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	28	4913336	0.6	0.6
	"Missouri"	"29"	"White"	"2106-3"	"2003"	"2003"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	150	4913336	3.1	3.1
	"Missouri"	"29"	"White"	"2106-3"	"2003"	"2003"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	137	4913336	2.8	2.9
	"Missouri"	"29"	"White"	"2106-3"	"2003"	"2003"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	19	4913336	Unreliable	Unreliable
	"Missouri"	"29"	"White"	"2106-3"	"2003"	"2003"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	15	4913336	Unreliable	Unreliable
	"Missouri"	"29"	"White"	"2106-3"	"2003"	"2003"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	47	4913336	1.0	1.0
	"Missouri"	"29"	"White"	"2106-3"	"2003"	"2003"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	16	4913336	Unreliable	Unreliable
	"Missouri"	"29"	"White"	"2106-3"	"2003"	"2003"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	27	4913336	0.5	0.6
	"Missouri"	"29"	"White"	"2106-3"	"2004"	"2004"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	14	4937590	Unreliable	Unreliable
	"Missouri"	"29"	"White"	"2106-3"	"2004"	"2004"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	37	4937590	0.7	0.7
	"Missouri"	"29"	"White"	"2106-3"	"2004"	"2004"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	95	4937590	1.9	1.8
	"Missouri"	"29"	"White"	"2106-3"	"2004"	"2004"	"Alcoholic hepatitis"	"K70.1"	12	4937590	Unreliable	Unreliable
	"Missouri"	"29"	"White"	"2106-3"	"2004"	"2004"	"Alcoholic cirrhosis of liver"	"K70.3"	86	4937590	1.7	1.6
	"Missouri"	"29"	"White"	"2106-3"	"2004"	"2004"	"Alcoholic hepatic failure"	"K70.4"	20	4937590	0.4	0.4
	"Missouri"	"29"	"White"	"2106-3"	"2004"	"2004"	"Alcoholic liver disease, unspecified"	"K70.9"	26	4937590	0.5	0.5
	"Missouri"	"29"	"White"	"2106-3"	"2004"	"2004"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	41	4937590	0.8	0.9
	"Missouri"	"29"	"White"	"2106-3"	"2004"	"2004"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	162	4937590	3.3	3.4
	"Missouri"	"29"	"White"	"2106-3"	"2004"	"2004"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	148	4937590	3.0	3.1
	"Missouri"	"29"	"White"	"2106-3"	"2004"	"2004"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	29	4937590	0.6	0.6
	"Missouri"	"29"	"White"	"2106-3"	"2004"	"2004"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	12	4937590	Unreliable	Unreliable
	"Missouri"	"29"	"White"	"2106-3"	"2004"	"2004"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	42	4937590	0.9	0.8
	"Missouri"	"29"	"White"	"2106-3"	"2004"	"2004"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	18	4937590	Unreliable	Unreliable
	"Missouri"	"29"	"White"	"2106-3"	"2005"	"2005"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	10	4965900	Unreliable	Unreliable
	"Missouri"	"29"	"White"	"2106-3"	"2005"	"2005"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	40	4965900	0.8	0.7
	"Missouri"	"29"	"White"	"2106-3"	"2005"	"2005"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	61	4965900	1.2	1.1
	"Missouri"	"29"	"White"	"2106-3"	"2005"	"2005"	"Alcoholic hepatitis"	"K70.1"	12	4965900	Unreliable	Unreliable
	"Missouri"	"29"	"White"	"2106-3"	"2005"	"2005"	"Alcoholic cirrhosis of liver"	"K70.3"	93	4965900	1.9	1.7
	"Missouri"	"29"	"White"	"2106-3"	"2005"	"2005"	"Alcoholic hepatic failure"	"K70.4"	20	4965900	0.4	0.4
	"Missouri"	"29"	"White"	"2106-3"	"2005"	"2005"	"Alcoholic liver disease, unspecified"	"K70.9"	16	4965900	Unreliable	Unreliable
